Flight Number,From City,To City,Airline,Flight Status,Passengers,Economy Class,Business Class,First Class,Departure Time,Arrival Time
TG0903,Chiang Rai,Bangkok,kaningpom jet,Cancelled,177,1064,2372,6228,21/12/2024 18:17:00,21/12/2024 19:20:00
TG0904,Chiang Mai,Koh Samui,kaningpom jet,Delayed,117,997,4018,10946,24/12/2024 07:08:00,24/12/2024 08:00:00
TG0905,Phuket,Hat Yai,Porsche Air,On Time,64,1180,2830,7079,29/01/2025 08:13:00,29/01/2025 08:51:00
TG0906,Nakhon Ratchasima,Hat Yai,MJ Airways,Delayed,178,900,4220,11994,05/12/2024 16:15:00,05/12/2024 17:18:00
TG0907,Hat Yai,Phuket,kaningpom jet,Cancelled,180,1185,2721,8595,01/01/2025 05:08:00,01/01/2025 06:35:00
TG0908,Udon Thani,Bangkok,PhraoAirAsia,Cancelled,198,957,4288,6355,23/12/2024 02:57:00,23/12/2024 04:09:00
TG0909,Bangkok,Chiang Rai,kaningpom jet,Delayed,114,1030,2198,11780,17/12/2024 07:37:00,17/12/2024 09:09:00
TG0911,Hat Yai,Krabi,Thai Meow Air,Delayed,156,1304,2262,11349,07/01/2025 09:10:00,07/01/2025 09:52:00
TG0912,Udon Thani,Koh Samui,kaningpom jet,Cancelled,151,1462,3417,8403,01/01/2025 01:15:00,01/01/2025 02:54:00
TG0913,Udon Thani,Chiang Rai,Thai Meow Air,Delayed,119,830,2077,10910,28/01/2025 15:30:00,28/01/2025 16:13:00
TG0914,Nakhon Ratchasima,Phuket,Porsche Air,Delayed,93,1055,3720,6091,10/01/2025 05:00:00,10/01/2025 05:52:00
TG0916,Hat Yai,Bangkok,PhraoAirAsia,Delayed,66,1331,4441,8110,13/12/2024 07:52:00,13/12/2024 09:50:00
TG0917,Chiang Rai,Krabi,Thai Meow Air,Delayed,178,1460,2469,6497,04/12/2024 04:18:00,04/12/2024 05:59:00
TG0919,Koh Samui,Bangkok,Thai Meow Air,Delayed,154,1386,3858,8299,16/01/2025 08:04:00,16/01/2025 08:49:00
TG0920,Krabi,Phuket,kaningpom jet,Delayed,175,923,4569,8638,07/12/2024 00:55:00,07/12/2024 02:07:00
TG0921,Nakhon Ratchasima,Bangkok,MJ Airways,Delayed,118,1251,3134,10970,24/12/2024 01:47:00,24/12/2024 03:25:00
TG0922,Chiang Mai,Bangkok,Thai Meow Air,Delayed,172,1014,3188,10147,11/12/2024 10:01:00,11/12/2024 11:37:00
TG0923,Surat Thani,Chiang Mai,MJ Airways,Delayed,152,1116,2284,11828,27/12/2024 20:39:00,27/12/2024 22:33:00
TG0924,Surat Thani,Hat Yai,MJ Airways,On Time,150,1050,3524,6902,14/01/2025 07:07:00,14/01/2025 08:24:00
TG0926,Chiang Rai,Chiang Mai,Porsche Air,Delayed,51,1405,2970,8727,20/01/2025 23:17:00,20/01/2025 23:50:00
TG0927,Koh Samui,Bangkok,kaningpom jet,Delayed,187,1481,2892,8540,14/01/2025 07:50:00,14/01/2025 09:46:00
TG0928,Chiang Mai,Koh Samui,MJ Airways,Delayed,102,1352,3165,6300,23/12/2024 04:42:00,23/12/2024 06:22:00
TG0929,Koh Samui,Surat Thani,Porsche Air,Delayed,59,988,3538,7866,30/01/2025 10:56:00,30/01/2025 12:29:00
TG0930,Surat Thani,Phuket,kaningpom jet,Delayed,198,1009,4469,8781,02/12/2024 09:49:00,02/12/2024 11:31:00
TG0931,Udon Thani,Bangkok,PhraoAirAsia,On Time,94,1491,3758,6846,30/01/2025 06:56:00,30/01/2025 08:41:00
TG0932,Bangkok,Hat Yai,MJ Airways,Delayed,137,1096,3539,7152,27/01/2025 02:22:00,27/01/2025 03:15:00
TG0933,Chiang Mai,Bangkok,MJ Airways,Cancelled,51,859,2111,9328,11/01/2025 11:51:00,11/01/2025 13:03:00
TG0934,Nakhon Ratchasima,Bangkok,Porsche Air,On Time,92,1290,4018,7908,16/12/2024 14:11:00,16/12/2024 15:51:00
TG0935,Udon Thani,Chiang Rai,PhraoAirAsia,Cancelled,165,1278,4896,8117,29/12/2024 04:44:00,29/12/2024 06:07:00
TG0936,Koh Samui,Bangkok,MJ Airways,Delayed,50,1341,3779,10793,17/12/2024 16:14:00,17/12/2024 16:47:00
TG0937,Surat Thani,Phuket,PhraoAirAsia,Delayed,138,1025,2594,7310,15/12/2024 01:33:00,15/12/2024 03:12:00
TG0938,Udon Thani,Bangkok,MJ Airways,Cancelled,136,1406,2818,8834,18/12/2024 10:51:00,18/12/2024 11:42:00
TG0939,Chiang Mai,Krabi,Porsche Air,Delayed,130,1038,3981,10714,10/12/2024 22:20:00,10/12/2024 22:57:00
TG0942,Chiang Rai,Bangkok,Porsche Air,Delayed,87,1477,4538,6016,10/12/2024 18:09:00,10/12/2024 19:30:00
TG0943,Chiang Mai,Krabi,kaningpom jet,Delayed,120,1182,2978,7911,21/12/2024 04:06:00,21/12/2024 04:48:00
TG0944,Udon Thani,Phuket,Thai Meow Air,On Time,94,1016,2028,9409,02/01/2025 22:33:00,02/01/2025 23:16:00
TG0945,Koh Samui,Surat Thani,Thai Meow Air,Cancelled,138,1072,3827,11323,26/01/2025 20:14:00,26/01/2025 21:36:00
TG0946,Koh Samui,Chiang Rai,Thai Meow Air,Cancelled,126,967,2309,8057,31/01/2025 02:17:00,31/01/2025 03:57:00
TG0947,Chiang Mai,Phuket,MJ Airways,On Time,50,1469,3383,7929,06/12/2024 11:12:00,06/12/2024 12:52:00
TG0948,Udon Thani,Surat Thani,MJ Airways,Cancelled,200,1308,3578,7100,11/12/2024 07:43:00,11/12/2024 09:20:00
TG0949,Surat Thani,Chiang Mai,Thai Meow Air,Delayed,90,865,2197,7728,06/12/2024 03:21:00,06/12/2024 04:25:00
TG0950,Chiang Rai,Hat Yai,MJ Airways,Delayed,87,1000,4588,11351,27/01/2025 09:39:00,27/01/2025 10:51:00
TG0951,Phuket,Krabi,Porsche Air,On Time,174,1184,2127,7948,20/01/2025 00:43:00,20/01/2025 02:07:00
TG0952,Krabi,Bangkok,Thai Meow Air,Delayed,118,887,2171,7782,21/01/2025 13:32:00,21/01/2025 14:38:00
TG0953,Phuket,Krabi,Thai Meow Air,Cancelled,189,1167,3107,8893,01/01/2025 19:33:00,01/01/2025 21:27:00
TG0954,Surat Thani,Bangkok,Thai Meow Air,Delayed,189,1247,2062,10951,08/01/2025 02:20:00,08/01/2025 03:54:00
TG0955,Nakhon Ratchasima,Koh Samui,PhraoAirAsia,Delayed,63,1210,4890,9002,16/01/2025 03:22:00,16/01/2025 05:15:00
TG0956,Krabi,Bangkok,MJ Airways,On Time,166,1145,4697,8681,08/12/2024 03:00:00,08/12/2024 04:58:00
TG0957,Udon Thani,Phuket,Porsche Air,Delayed,122,934,3243,9483,01/12/2024 15:54:00,01/12/2024 17:30:00
TG0958,Chiang Mai,Bangkok,MJ Airways,Delayed,196,1016,2739,7899,22/01/2025 20:29:00,22/01/2025 22:11:00
TG0959,Chiang Mai,Surat Thani,PhraoAirAsia,On Time,165,1303,4891,10249,15/01/2025 12:16:00,15/01/2025 13:44:00
TG0960,Surat Thani,Phuket,PhraoAirAsia,Delayed,165,1263,4912,11708,09/12/2024 17:23:00,09/12/2024 19:05:00
TG0961,Phuket,Bangkok,Porsche Air,On Time,64,901,2166,7560,07/12/2024 08:20:00,07/12/2024 08:50:00
TG0962,Chiang Mai,Phuket,Porsche Air,Delayed,78,1097,4079,9845,23/01/2025 00:31:00,23/01/2025 02:08:00
TG0964,Nakhon Ratchasima,Hat Yai,Thai Meow Air,On Time,132,843,3883,11154,01/12/2024 03:20:00,01/12/2024 04:17:00
TG0965,Krabi,Hat Yai,PhraoAirAsia,On Time,128,910,3849,6076,26/01/2025 01:19:00,26/01/2025 03:02:00
TG0966,Surat Thani,Krabi,MJ Airways,Delayed,143,1253,4419,9259,15/01/2025 00:33:00,15/01/2025 01:54:00
TG0968,Bangkok,Chiang Mai,Porsche Air,Delayed,190,1174,2875,9627,17/01/2025 09:01:00,17/01/2025 09:57:00
TG0969,Krabi,Koh Samui,kaningpom jet,Delayed,111,1165,4403,6975,30/01/2025 13:48:00,30/01/2025 15:48:00
TG0970,Krabi,Chiang Mai,kaningpom jet,Delayed,108,1323,4298,6827,06/01/2025 09:15:00,06/01/2025 10:12:00
TG0971,Chiang Mai,Krabi,kaningpom jet,Cancelled,58,919,4792,9349,22/01/2025 05:21:00,22/01/2025 06:50:00
TG0972,Hat Yai,Krabi,PhraoAirAsia,Delayed,188,1082,3844,7548,15/12/2024 22:14:00,15/12/2024 23:49:00
TG0973,Hat Yai,Bangkok,Porsche Air,On Time,127,1360,2279,8928,05/01/2025 21:10:00,05/01/2025 22:33:00
TG0974,Chiang Mai,Bangkok,PhraoAirAsia,Delayed,175,999,3146,6645,27/12/2024 08:39:00,27/12/2024 10:38:00
TG0975,Nakhon Ratchasima,Hat Yai,kaningpom jet,On Time,140,1039,2828,7660,22/01/2025 16:00:00,22/01/2025 17:05:00
TG0976,Chiang Rai,Bangkok,Thai Meow Air,On Time,126,1494,2815,11986,11/12/2024 00:02:00,11/12/2024 01:39:00
TG0977,Surat Thani,Chiang Rai,kaningpom jet,On Time,131,1408,3679,8327,27/12/2024 05:41:00,27/12/2024 06:16:00
TG0978,Chiang Rai,Bangkok,Thai Meow Air,On Time,114,1156,3060,11651,29/12/2024 18:32:00,29/12/2024 20:21:00
TG0979,Koh Samui,Chiang Mai,kaningpom jet,Cancelled,180,1399,3985,8863,07/01/2025 15:05:00,07/01/2025 16:15:00
TG0980,Nakhon Ratchasima,Hat Yai,kaningpom jet,Delayed,159,1205,4654,8042,20/01/2025 08:41:00,20/01/2025 09:22:00
TG0981,Krabi,Bangkok,kaningpom jet,Delayed,151,1310,4021,9846,04/12/2024 08:55:00,04/12/2024 10:25:00
TG0982,Hat Yai,Chiang Mai,kaningpom jet,Delayed,174,1314,2810,6068,02/01/2025 16:52:00,02/01/2025 17:52:00
TG0983,Nakhon Ratchasima,Hat Yai,Thai Meow Air,Delayed,66,1064,2512,11321,25/12/2024 23:23:00,26/12/2024 00:05:00
TG0984,Nakhon Ratchasima,Bangkok,PhraoAirAsia,Delayed,125,1066,4950,11039,10/01/2025 15:37:00,10/01/2025 16:47:00
TG0985,Nakhon Ratchasima,Surat Thani,Thai Meow Air,On Time,74,1061,2733,8778,15/12/2024 00:40:00,15/12/2024 01:52:00
TG0986,Phuket,Krabi,kaningpom jet,Delayed,98,1094,2287,10571,25/01/2025 21:53:00,25/01/2025 23:43:00
TG0987,Bangkok,Chiang Rai,PhraoAirAsia,Delayed,180,1412,4845,7296,24/01/2025 22:28:00,25/01/2025 00:22:00
TG0989,Koh Samui,Bangkok,Porsche Air,Delayed,117,1249,4064,7762,17/01/2025 10:45:00,17/01/2025 12:41:00
TG0990,Udon Thani,Krabi,Porsche Air,Delayed,128,1429,3987,11245,02/12/2024 16:53:00,02/12/2024 17:52:00
TG0991,Bangkok,Surat Thani,MJ Airways,Delayed,67,1371,4330,7052,29/01/2025 14:49:00,29/01/2025 16:02:00
TG0992,Bangkok,Krabi,kaningpom jet,Delayed,152,1476,3286,10380,15/12/2024 16:34:00,15/12/2024 18:33:00
TG0994,Nakhon Ratchasima,Koh Samui,Porsche Air,Delayed,83,1061,2233,8673,30/01/2025 01:42:00,30/01/2025 02:36:00
TG0995,Hat Yai,Krabi,kaningpom jet,Delayed,150,838,2267,8649,20/12/2024 17:55:00,20/12/2024 19:38:00
TG0996,Nakhon Ratchasima,Bangkok,Porsche Air,Delayed,147,1475,4871,7157,04/01/2025 10:52:00,04/01/2025 11:35:00
TG0997,Udon Thani,Phuket,Porsche Air,Cancelled,145,888,2893,7602,07/12/2024 09:31:00,07/12/2024 10:23:00
TG0998,Nakhon Ratchasima,Bangkok,MJ Airways,Delayed,88,1140,3323,11539,25/01/2025 08:31:00,25/01/2025 09:21:00
TG0999,Hat Yai,Surat Thani,Thai Meow Air,Delayed,179,1170,4371,6715,31/12/2024 17:47:00,31/12/2024 19:39:00
TG0827,Nakhon Ratchasima,Chiang Rai,Porsche Air,Delayed,59,1065,2532,8637,27/12/2024 03:42:00,27/12/2024 05:09:00
TG0005,Hat Yai,Koh Samui,kaningpom jet,On Time,158,932,2475,8744,04/12/2024 14:37:00,04/12/2024 15:28:00
TG0244,Koh Samui,Bangkok,kaningpom jet,Cancelled,126,824,2511,11598,18/01/2025 19:25:00,18/01/2025 20:03:00
TG0585,Hat Yai,Phuket,MJ Airways,Cancelled,63,1406,4679,8077,30/12/2024 13:11:00,30/12/2024 14:36:00
TG0877,Krabi,Bangkok,PhraoAirAsia,Cancelled,146,1186,3500,10545,29/01/2025 11:43:00,29/01/2025 13:16:00
TG0946,Koh Samui,Chiang Rai,Porsche Air,Delayed,126,1389,2270,11437,07/01/2025 04:32:00,07/01/2025 05:02:00
TG0084,Hat Yai,Bangkok,kaningpom jet,Delayed,69,1067,2270,10584,06/12/2024 07:26:00,06/12/2024 08:43:00
TG0036,Phuket,Bangkok,kaningpom jet,On Time,157,1197,4128,9226,25/12/2024 15:33:00,25/12/2024 16:41:00
TG0888,Bangkok,Chiang Mai,Thai Meow Air,Delayed,129,1284,2447,6999,16/12/2024 18:15:00,16/12/2024 19:50:00
TG0267,Koh Samui,Bangkok,Thai Meow Air,Delayed,162,881,2373,8471,04/12/2024 06:22:00,04/12/2024 06:58:00
TG0277,Phuket,Koh Samui,PhraoAirAsia,Delayed,142,954,2043,6105,10/01/2025 09:59:00,10/01/2025 11:34:00
TG0514,Udon Thani,Bangkok,PhraoAirAsia,Delayed,188,1487,2916,10473,11/01/2025 00:29:00,11/01/2025 01:34:00
TG0441,Udon Thani,Surat Thani,kaningpom jet,Delayed,107,1410,3019,10356,13/01/2025 21:08:00,13/01/2025 22:43:00
TG0451,Bangkok,Chiang Rai,kaningpom jet,Delayed,66,1333,4583,11558,19/12/2024 10:15:00,19/12/2024 11:02:00
TG0929,Koh Samui,Surat Thani,PhraoAirAsia,Delayed,59,1482,3314,8432,26/01/2025 11:07:00,26/01/2025 11:46:00
TG0158,Nakhon Ratchasima,Surat Thani,kaningpom jet,On Time,191,1241,4881,6267,27/01/2025 23:24:00,28/01/2025 00:47:00
TG0658,Nakhon Ratchasima,Surat Thani,MJ Airways,Delayed,172,945,3302,6179,04/01/2025 17:06:00,04/01/2025 18:31:00
TG0555,Krabi,Bangkok,PhraoAirAsia,Cancelled,179,1413,4837,6611,15/01/2025 03:28:00,15/01/2025 04:06:00
TG0841,Chiang Mai,Bangkok,kaningpom jet,Delayed,96,1044,2441,6964,06/12/2024 10:55:00,06/12/2024 12:50:00
TG0813,Udon Thani,Surat Thani,MJ Airways,Delayed,182,1269,4628,6732,21/12/2024 00:25:00,21/12/2024 01:47:00
TG0201,Chiang Mai,Surat Thani,PhraoAirAsia,Delayed,115,983,3000,11008,23/01/2025 23:42:00,24/01/2025 01:11:00
TG0385,Krabi,Hat Yai,Porsche Air,On Time,180,1412,2792,10980,19/01/2025 23:15:00,20/01/2025 01:02:00
TG0394,Chiang Rai,Krabi,Thai Meow Air,Delayed,147,996,4390,7094,07/01/2025 11:02:00,07/01/2025 12:21:00
TG0071,Chiang Rai,Surat Thani,Porsche Air,Delayed,79,911,4321,8808,07/01/2025 03:50:00,07/01/2025 05:34:00
TG0621,Koh Samui,Surat Thani,MJ Airways,On Time,137,1026,4821,8143,27/01/2025 14:30:00,27/01/2025 15:20:00
TG0267,Koh Samui,Bangkok,PhraoAirAsia,Delayed,162,897,3249,7026,03/12/2024 14:19:00,03/12/2024 15:52:00
TG0999,Hat Yai,Surat Thani,Thai Meow Air,Cancelled,179,1038,2342,10604,15/12/2024 07:44:00,15/12/2024 08:20:00
TG0428,Krabi,Hat Yai,Thai Meow Air,Cancelled,185,1203,2250,9314,20/01/2025 11:23:00,20/01/2025 12:14:00
TG0183,Koh Samui,Bangkok,Porsche Air,Delayed,51,811,3802,9905,30/12/2024 05:15:00,30/12/2024 06:18:00
TG0000,Chiang Rai,Phuket,MJ Airways,On Time,148,1337,4622,8273,19/01/2025 04:59:00,19/01/2025 06:02:00
TG0075,Bangkok,Hat Yai,kaningpom jet,Delayed,157,897,3565,7446,10/01/2025 18:34:00,10/01/2025 20:05:00
TG0869,Surat Thani,Bangkok,Porsche Air,Delayed,149,1151,2139,8628,23/01/2025 00:39:00,23/01/2025 02:09:00
TG0467,Nakhon Ratchasima,Phuket,MJ Airways,Delayed,94,1101,4206,7886,28/12/2024 23:00:00,29/12/2024 00:17:00
TG0875,Hat Yai,Krabi,PhraoAirAsia,On Time,121,1401,2327,11115,25/01/2025 16:50:00,25/01/2025 17:57:00
TG0819,Surat Thani,Krabi,kaningpom jet,On Time,63,1293,2990,8383,06/01/2025 05:45:00,06/01/2025 06:19:00
TG0213,Bangkok,Hat Yai,kaningpom jet,Delayed,184,1350,4090,11247,15/01/2025 15:13:00,15/01/2025 17:08:00
TG0788,Krabi,Phuket,kaningpom jet,Delayed,68,851,4375,10373,31/12/2024 19:34:00,31/12/2024 20:10:00
TG0310,Chiang Mai,Bangkok,PhraoAirAsia,Delayed,99,816,2665,9961,23/01/2025 14:24:00,23/01/2025 15:28:00
TG0934,Nakhon Ratchasima,Bangkok,Thai Meow Air,Delayed,92,1230,2492,11491,07/12/2024 00:41:00,07/12/2024 01:50:00
TG0309,Bangkok,Hat Yai,Porsche Air,Delayed,61,1434,2822,7126,12/12/2024 12:45:00,12/12/2024 14:00:00
TG0601,Phuket,Bangkok,Porsche Air,Cancelled,68,1213,3142,11898,03/12/2024 22:46:00,04/12/2024 00:10:00
TG0757,Chiang Mai,Phuket,PhraoAirAsia,On Time,98,1445,2339,10368,22/01/2025 09:14:00,22/01/2025 10:19:00
TG0571,Phuket,Bangkok,PhraoAirAsia,Delayed,136,1177,4073,8050,03/12/2024 15:54:00,03/12/2024 17:08:00
TG0627,Bangkok,Chiang Rai,Thai Meow Air,Delayed,65,1219,4221,11934,28/12/2024 06:57:00,28/12/2024 08:26:00
TG0299,Krabi,Bangkok,PhraoAirAsia,On Time,159,980,3401,6701,11/12/2024 12:41:00,11/12/2024 13:38:00
TG0048,Chiang Mai,Phuket,PhraoAirAsia,On Time,174,1159,2490,11230,17/01/2025 07:39:00,17/01/2025 08:42:00
TG0809,Chiang Rai,Koh Samui,Porsche Air,Delayed,166,1063,2884,8336,04/12/2024 14:31:00,04/12/2024 15:31:00
TG0716,Udon Thani,Bangkok,Thai Meow Air,On Time,105,1491,2851,6231,23/12/2024 04:37:00,23/12/2024 05:54:00
TG0947,Chiang Mai,Phuket,Porsche Air,Delayed,50,1158,4297,9773,07/01/2025 10:49:00,07/01/2025 11:34:00
TG0942,Chiang Rai,Bangkok,MJ Airways,Delayed,87,1495,4597,6385,16/12/2024 15:29:00,16/12/2024 16:56:00
TG0688,Udon Thani,Koh Samui,MJ Airways,Delayed,132,1425,4209,9364,13/12/2024 05:47:00,13/12/2024 06:41:00
TG0719,Chiang Rai,Phuket,kaningpom jet,Delayed,151,1195,4492,9929,05/12/2024 21:39:00,05/12/2024 23:32:00
TG0659,Chiang Rai,Bangkok,PhraoAirAsia,Delayed,157,1251,2876,6264,26/12/2024 21:35:00,26/12/2024 23:19:00
TG0516,Udon Thani,Bangkok,kaningpom jet,Delayed,175,1111,3543,11679,20/01/2025 13:10:00,20/01/2025 14:27:00
TG0193,Koh Samui,Hat Yai,Thai Meow Air,Delayed,101,1400,4213,8907,12/12/2024 12:05:00,12/12/2024 12:52:00
TG0930,Surat Thani,Phuket,Porsche Air,Cancelled,198,1307,2354,7024,11/12/2024 01:45:00,11/12/2024 02:46:00
TG0518,Nakhon Ratchasima,Surat Thani,Porsche Air,Delayed,63,1052,4320,6163,27/12/2024 00:38:00,27/12/2024 01:48:00
TG0133,Nakhon Ratchasima,Phuket,kaningpom jet,Delayed,198,1304,3709,11310,03/12/2024 13:22:00,03/12/2024 15:16:00
TG0042,Phuket,Bangkok,Porsche Air,Delayed,192,917,3512,11999,07/01/2025 20:31:00,07/01/2025 21:52:00
TG0217,Krabi,Surat Thani,PhraoAirAsia,Cancelled,159,1171,3857,8996,09/12/2024 03:48:00,09/12/2024 04:38:00
TG0658,Nakhon Ratchasima,Surat Thani,kaningpom jet,Delayed,172,1270,4249,7686,31/12/2024 20:14:00,31/12/2024 22:02:00
TG0656,Bangkok,Hat Yai,MJ Airways,On Time,172,985,4135,9713,10/12/2024 10:45:00,10/12/2024 12:01:00
TG0139,Chiang Mai,Koh Samui,Thai Meow Air,Delayed,139,1149,3348,7885,13/01/2025 15:50:00,13/01/2025 17:37:00
TG0961,Phuket,Bangkok,MJ Airways,On Time,64,1414,4328,8307,22/12/2024 20:49:00,22/12/2024 22:40:00
TG0970,Krabi,Chiang Mai,MJ Airways,On Time,108,1394,3030,6259,10/12/2024 16:53:00,10/12/2024 17:42:00
TG0643,Hat Yai,Surat Thani,Thai Meow Air,Delayed,184,1036,3394,7378,05/01/2025 17:53:00,05/01/2025 19:21:00
TG0692,Chiang Rai,Phuket,Porsche Air,Delayed,178,803,2767,11236,17/01/2025 07:10:00,17/01/2025 08:12:00
TG0390,Surat Thani,Bangkok,Thai Meow Air,On Time,110,965,4109,6164,07/12/2024 17:15:00,07/12/2024 18:22:00
TG0961,Phuket,Bangkok,Thai Meow Air,Cancelled,64,1191,4506,10462,30/01/2025 10:05:00,30/01/2025 10:41:00
TG0716,Udon Thani,Bangkok,Thai Meow Air,Delayed,105,878,2797,11140,19/12/2024 11:34:00,19/12/2024 13:02:00
TG0078,Phuket,Chiang Rai,PhraoAirAsia,Delayed,90,1323,3263,11353,01/12/2024 15:44:00,01/12/2024 16:16:00
TG0507,Phuket,Krabi,kaningpom jet,Cancelled,61,860,3016,8181,19/12/2024 07:55:00,19/12/2024 09:20:00
TG0904,Chiang Mai,Koh Samui,MJ Airways,Cancelled,117,1435,2028,7023,13/12/2024 20:32:00,13/12/2024 21:48:00
TG0342,Surat Thani,Koh Samui,MJ Airways,Cancelled,86,903,2466,9155,20/12/2024 18:55:00,20/12/2024 19:36:00
TG0749,Udon Thani,Krabi,PhraoAirAsia,On Time,101,1499,3685,6694,13/12/2024 00:18:00,13/12/2024 01:27:00
TG0551,Surat Thani,Hat Yai,MJ Airways,Cancelled,190,929,4132,10837,10/12/2024 02:58:00,10/12/2024 04:31:00
TG0795,Surat Thani,Koh Samui,kaningpom jet,On Time,59,1493,3301,9331,02/01/2025 18:09:00,02/01/2025 19:39:00
TG0854,Koh Samui,Surat Thani,MJ Airways,Cancelled,72,1084,4970,9923,05/01/2025 01:14:00,05/01/2025 01:50:00
TG0883,Bangkok,Surat Thani,Porsche Air,Delayed,70,1248,2448,11271,11/12/2024 02:41:00,11/12/2024 03:54:00
TG0853,Udon Thani,Chiang Mai,kaningpom jet,Delayed,180,1385,4414,9120,10/12/2024 04:23:00,10/12/2024 05:06:00
TG0600,Krabi,Phuket,kaningpom jet,On Time,159,1195,4435,6670,04/01/2025 00:06:00,04/01/2025 01:46:00
TG0457,Koh Samui,Hat Yai,MJ Airways,Cancelled,179,1276,3845,7241,06/01/2025 23:28:00,07/01/2025 01:13:00
TG0841,Chiang Mai,Bangkok,Porsche Air,Delayed,96,1173,4853,6652,16/12/2024 03:42:00,16/12/2024 04:15:00
TG0649,Hat Yai,Surat Thani,MJ Airways,Delayed,61,1239,4055,10336,05/12/2024 07:56:00,05/12/2024 09:07:00
TG0514,Udon Thani,Bangkok,Porsche Air,Delayed,188,815,3400,11019,13/12/2024 15:16:00,13/12/2024 16:06:00
TG0031,Surat Thani,Bangkok,MJ Airways,On Time,85,931,4699,10300,25/01/2025 06:52:00,25/01/2025 08:29:00
TG0366,Chiang Rai,Hat Yai,kaningpom jet,Delayed,55,906,4028,10810,13/01/2025 09:21:00,13/01/2025 10:18:00
TG0342,Surat Thani,Koh Samui,Thai Meow Air,Delayed,86,1272,4434,6427,11/01/2025 22:59:00,12/01/2025 00:56:00
TG0194,Chiang Rai,Hat Yai,Thai Meow Air,Delayed,169,1013,3541,9765,03/01/2025 08:09:00,03/01/2025 10:06:00
TG0606,Nakhon Ratchasima,Krabi,Porsche Air,On Time,193,1084,4833,10334,18/01/2025 15:26:00,18/01/2025 15:58:00
TG0697,Surat Thani,Hat Yai,Porsche Air,Delayed,74,1390,3925,9722,10/12/2024 16:46:00,10/12/2024 17:22:00
TG0755,Hat Yai,Bangkok,MJ Airways,Delayed,198,1067,4894,8803,02/01/2025 05:00:00,02/01/2025 05:49:00
TG0581,Koh Samui,Chiang Mai,Thai Meow Air,Cancelled,79,1081,3105,6043,24/12/2024 19:21:00,24/12/2024 21:00:00
TG0784,Krabi,Surat Thani,Thai Meow Air,Delayed,171,1159,3257,7798,02/12/2024 02:40:00,02/12/2024 04:01:00
TG0664,Chiang Mai,Hat Yai,MJ Airways,Delayed,131,1218,2110,6711,05/01/2025 17:43:00,05/01/2025 18:32:00
TG0123,Koh Samui,Surat Thani,PhraoAirAsia,Delayed,61,1456,4668,6563,09/12/2024 23:08:00,10/12/2024 00:56:00
TG0344,Phuket,Koh Samui,PhraoAirAsia,Cancelled,199,1057,3054,6674,19/12/2024 11:15:00,19/12/2024 12:56:00
TG0756,Nakhon Ratchasima,Chiang Mai,Porsche Air,Delayed,162,1328,3795,11568,06/12/2024 19:21:00,06/12/2024 20:05:00
TG0903,Chiang Rai,Bangkok,MJ Airways,Delayed,177,1345,2128,11831,08/12/2024 03:43:00,08/12/2024 04:54:00
TG0322,Hat Yai,Bangkok,Porsche Air,On Time,88,833,3885,6786,21/12/2024 06:21:00,21/12/2024 07:41:00
TG0616,Udon Thani,Chiang Mai,PhraoAirAsia,Cancelled,173,972,4348,10896,25/01/2025 15:33:00,25/01/2025 16:37:00
TG0011,Udon Thani,Bangkok,Porsche Air,Delayed,153,1286,4732,6002,23/01/2025 16:35:00,23/01/2025 17:09:00
TG0708,Hat Yai,Bangkok,PhraoAirAsia,Delayed,130,1128,3260,9340,23/12/2024 05:22:00,23/12/2024 06:55:00
TG0244,Koh Samui,Bangkok,Porsche Air,Delayed,126,1005,4675,7600,13/12/2024 16:21:00,13/12/2024 17:40:00
